"subject" "typemeasure" "mean(measure)"
1 "tbodygyrojerk-mean()-z" -0.0471393985477522
1 "tbodygyrojerk-std()-x" -0.637812687210375
1 "tbodygyrojerk-std()-y" -0.634472244550432
1 "tbodygyrojerk-std()-z" -0.664591977786455
1 "tbodygyrojerkmag-mean()" -0.639517432642651
1 "tbodygyrojerkmag-std()" -0.652050770910663
1 "tbodygyromag-mean()" -0.475404785802305
1 "tbodygyromag-std()" -0.499839593745821
1 "tgravityacc-mean()-x" 0.744867411573487
1 "tgravityacc-mean()-y" -0.0825562579855908
1 "tgravityacc-mean()-z" 0.072339870389049
1 "tgravityacc-std()-x" -0.959859435936599
1 "tgravityacc-std()-y" -0.951150627458213
1 "tgravityacc-std()-z" -0.925817590867435
1 "tgravityaccmag-mean()" -0.453632943768818
1 "tgravityaccmag-std()" -0.497096402038329
2 "fbodyacc-mean()-x" -0.57377091142947
2 "fbodyacc-mean()-y" -0.432566581302351
2 "fbodyacc-mean()-z" -0.630081222124834
2 "fbodyacc-std()-x" -0.619788102803311
2 "fbodyacc-std()-y" -0.464723862913245
2 "fbodyacc-std()-z" -0.600678614835099
2 "fbodyaccjerk-mean()-x" -0.561682049622185
2 "fbodyaccjerk-mean()-y" -0.50890379901457
2 "fbodyaccjerk-mean()-z" -0.715745330403973
2 "fbodyaccjerk-std()-x" -0.595105612895033
2 "fbodyaccjerk-std()-y" -0.509147543673841
2 "fbodyaccjerk-std()-z" -0.767087015496689
2 "fbodyaccmag-mean()" -0.514569861316887
2 "fbodyaccmag-std()" -0.646662308457285
2 "fbodybodyaccjerkmag-mean()" -0.509746432970861
2 "fbodybodyaccjerkmag-std()" -0.518800797709272
2 "fbodybodygyrojerkmag-mean()" -0.751615078360927
2 "fbodybodygyrojerkmag-std()" -0.744194981440397
2 "fbodybodygyromag-mean()" -0.699742945221854
2 "fbodybodygyromag-std()" -0.725310337688742
2 "fbodygyro-mean()-x" -0.638717694593046
2 "fbodygyro-mean()-y" -0.722068978635762
2 "fbodygyro-mean()-z" -0.601594889654305
2 "fbodygyro-std()-x" -0.734588540182119
2 "fbodygyro-std()-y" -0.72716774102649
2 "fbodygyro-std()-z" -0.683114494539735
2 "tbodyacc-mean()-x" 0.273113115788079
2 "tbodyacc-mean()-y" -0.0191323183174834
2 "tbodyacc-mean()-z" -0.115649958175497
2 "tbodyacc-std()-x" -0.605586497159271
2 "tbodyacc-std()-y" -0.428962986589404
2 "tbodyacc-std()-z" -0.589360062210596
2 "tbodyaccjerk-mean()-x" 0.0785353156747351
2 "tbodyaccjerk-mean()-y" 0.00708771249764901
2 "tbodyaccjerk-mean()-z" 0.000755760748377483
2 "tbodyaccjerk-std()-x" -0.557809603123841
2 "tbodyaccjerk-std()-y" -0.491875889831788
2 "tbodyaccjerk-std()-z" -0.741885388311258
2 "tbodyaccjerkmag-mean()" -0.58777744543543
2 "tbodyaccjerkmag-std()" -0.512115278415232
2 "tbodyaccmag-mean()" -0.535281800541722
2 "tbodyaccmag-std()" -0.552812545643709
2 "tbodygyro-mean()-x" -0.0517030657821192
2 "tbodygyro-mean()-y" -0.0568420186817881
2 "tbodygyro-mean()-z" 0.0872599422291391
2 "tbodygyro-std()-x" -0.710648927815894
2 "tbodygyro-std()-y" -0.722943674337748
2 "tbodygyro-std()-z" -0.634888927843046
2 "tbodygyrojerk-mean()-x" -0.0875587491668874
2 "tbodygyrojerk-mean()-y" -0.0433986835453642
2 "tbodygyrojerk-mean()-z" -0.0557541828188742
2 "tbodygyrojerk-std()-x" -0.671679103311258
2 "tbodygyrojerk-std()-y" -0.783595466728477
2 "tbodygyrojerk-std()-z" -0.674611933293046
2 "tbodygyrojerkmag-mean()" -0.746559539039735
2 "tbodygyrojerkmag-std()" -0.740088733655629
2 "tbodygyromag-mean()" -0.614771054893146
2 "tbodygyromag-std()" -0.680584887880795
2 "tgravityacc-mean()-x" 0.660782866688742
2 "tgravityacc-mean()-y" -0.147219886910411
2 "tgravityacc-mean()-z" 0.134865335090728
2 "tgravityacc-std()-x" -0.963015508245033
2 "tgravityacc-std()-y" -0.960033560165563
2 "tgravityacc-std()-z" -0.945365383907285
2 "tgravityaccmag-mean()" -0.535281800541722
2 "tgravityaccmag-std()" -0.552812545643709
3 "fbodyacc-mean()-x" -0.625733289873607
3 "fbodyacc-mean()-y" -0.501779938505279
3 "fbodyacc-mean()-z" -0.699656828592375
3 "fbodyacc-std()-x" -0.623805015199413
3 "fbodyacc-std()-y" -0.502753639795894
3 "fbodyacc-std()-z" -0.657443765803519
3 "fbodyaccjerk-mean()-x" -0.645893496630499
3 "fbodyaccjerk-mean()-y" -0.582949919157742
3 "fbodyaccjerk-mean()-z" -0.780101644193548
3 "fbodyaccjerk-std()-x" -0.657844055881525
3 "fbodyaccjerk-std()-y" -0.559851186088408
3 "fbodyaccjerk-std()-z" -0.81080601659824
3 "fbodyaccmag-mean()" -0.579076453758064
3 "fbodyaccmag-std()" -0.663079838985044
3 "fbodybodyaccjerkmag-mean()" -0.604752108072727
3 "fbodybodyaccjerkmag-std()" -0.615643694857361
3 "fbodybodygyrojerkmag-mean()" -0.810085498651026
3 "fbodybodygyrojerkmag-std()" -0.810032718739003
3 "fbodybodygyromag-mean()" -0.716822144279179
3 "fbodybodygyromag-std()" -0.703839403007038
3 "fbodygyro-mean()-x" -0.642097719778592
3 "fbodygyro-mean()-y" -0.775144985073314
3 "fbodygyro-mean()-z" -0.670734708996481
3 "fbodygyro-std()-x" -0.719276622702346
3 "fbodygyro-std()-y" -0.758505287214076
3 "fbodygyro-std()-z" -0.751008875659824
3 "tbodyacc-mean()-x" 0.273428719636364
3 "tbodyacc-mean()-y" -0.017856067384956
3 "tbodyacc-mean()-z" -0.106492632429097
3 "tbodyacc-std()-x" -0.623413602046921
3 "tbodyacc-std()-y" -0.480015920697654
3 "tbodyacc-std()-z" -0.653625579293255
3 "tbodyaccjerk-mean()-x" 0.0701731261988856
3 "tbodyaccjerk-mean()-y" 0.0144664329060411
3 "tbodyaccjerk-mean()-z" -0.000526818872875366
3 "tbodyaccjerk-std()-x" -0.635484688041056
3 "tbodyaccjerk-std()-y" -0.55721186773783
3 "tbodyaccjerk-std()-z" -0.796066240234604
3 "tbodyaccjerkmag-mean()" -0.650182434328446
3 "tbodyaccjerkmag-std()" -0.607658214170381
3 "tbodyaccmag-mean()" -0.563140802770059
3 "tbodyaccmag-std()" -0.591224780306452
3 "tbodygyro-mean()-x" -0.0248490682828446
3 "tbodygyro-mean()-y" -0.0743565308442815
3 "tbodygyro-mean()-z" 0.0866875497119062
3 "tbodygyro-std()-x" -0.699262195705865
3 "tbodygyro-std()-y" -0.76302218170088
3 "tbodygyro-std()-z" -0.709483440322581
3 "tbodygyrojerk-mean()-x" -0.0991554609633431
3 "tbodygyrojerk-mean()-y" -0.0401923943695015
3 "tbodygyrojerk-mean()-z" -0.0521178264170088
3 "tbodygyrojerk-std()-x" -0.689328428607038
3 "tbodygyrojerk-std()-y" -0.842659862111437
3 "tbodygyrojerk-std()-z" -0.743028500565982
3 "tbodygyrojerkmag-mean()" -0.784056656246334
3 "tbodygyrojerkmag-std()" -0.80366136372434
3 "tbodygyromag-mean()" -0.643150121648094
3 "tbodygyromag-std()" -0.674010290979472
3 "tgravityacc-mean()-x" 0.707814353343108
3 "tgravityacc-mean()-y" -0.0260590480328739
3 "tgravityacc-mean()-z" 0.0480937904190616
3 "tgravityacc-std()-x" -0.966457565630499
3 "tgravityacc-std()-y" -0.9445645371261
3 "tgravityacc-std()-z" -0.926966278211144
3 "tgravityaccmag-mean()" -0.563140802770059
3 "tgravityaccmag-std()" -0.591224780306452
4 "fbodyacc-mean()-x" -0.628806379100946
4 "fbodyacc-mean()-y" -0.52583456615142
4 "fbodyacc-mean()-z" -0.755235428895899
4 "fbodyacc-std()-x" -0.597551324155678
4 "fbodyacc-std()-y" -0.534661524341987
4 "fbodyacc-std()-z" -0.708764043722397
4 "fbodyaccjerk-mean()-x" -0.652023078038801
4 "fbodyaccjerk-mean()-y" -0.601696223759495
4 "fbodyaccjerk-mean()-z" -0.825154871135647
4 "fbodyaccjerk-std()-x" -0.644622004704416
4 "fbodyaccjerk-std()-y" -0.593855151524606
4 "fbodyaccjerk-std()-z" -0.860544668359621
4 "fbodyaccmag-mean()" -0.602098037677603
4 "fbodyaccmag-std()" -0.672948341687697
4 "fbodybodyaccjerkmag-mean()" -0.63501900541041
4 "fbodybodyaccjerkmag-std()" -0.666506718936908
4 "fbodybodygyrojerkmag-mean()" -0.838833209652997
4 "fbodybodygyrojerkmag-std()" -0.863096864037855
4 "fbodybodygyromag-mean()" -0.745650754608833
4 "fbodybodygyromag-std()" -0.732586304826498
4 "fbodygyro-mean()-x" -0.641881977553943
4 "fbodygyro-mean()-y" -0.831527531009464
4 "fbodygyro-mean()-z" -0.689308946422713
4 "fbodygyro-std()-x" -0.721749187328076
4 "fbodygyro-std()-y" -0.782885735867508
4 "fbodygyro-std()-z" -0.7670895729653
4 "tbodyacc-mean()-x" 0.274183111498423
4 "tbodyacc-mean()-y" -0.0148081545344921
4 "tbodyacc-mean()-z" -0.107521430810726
4 "tbodyacc-std()-x" -0.605211727785489
4 "tbodyacc-std()-y" -0.509929384011325
4 "tbodyacc-std()-z" -0.709492735962145
4 "tbodyaccjerk-mean()-x" 0.0788637845151419
4 "tbodyaccjerk-mean()-y" 0.00351340949514196
4 "tbodyaccjerk-mean()-z" -0.00737375142832808
4 "tbodyaccjerk-std()-x" -0.631853083289621
4 "tbodyaccjerk-std()-y" -0.584063204701893
4 "tbodyaccjerk-std()-z" -0.843353231167192
4 "tbodyaccjerkmag-mean()" -0.656116311856877
4 "tbodyaccjerkmag-std()" -0.647249966810726
4 "tbodyaccmag-mean()" -0.56158213510694
4 "tbodyaccmag-std()" -0.606556049548896
4 "tbodygyro-mean()-x" -0.0289417906907571
4 "tbodygyro-mean()-y" -0.0787229907785489
4 "tbodygyro-mean()-z" 0.0957174866009464
4 "tbodygyro-std()-x" -0.701397703369085
4 "tbodygyro-std()-y" -0.79823574873817
4 "tbodygyro-std()-z" -0.726374197066246
4 "tbodygyrojerk-mean()-x" -0.107859315713249
4 "tbodygyrojerk-mean()-y" -0.0400427574662461
4 "tbodygyrojerk-mean()-z" -0.0578089304000631
4 "tbodygyrojerk-std()-x" -0.723788617823344
4 "tbodygyrojerk-std()-y" -0.902502592618297
4 "tbodygyrojerk-std()-z" -0.748369141315457
4 "tbodygyrojerkmag-mean()" -0.819191368044164
4 "tbodygyrojerkmag-std()" -0.844187064164038
4 "tbodygyromag-mean()" -0.656291093847319
4 "tbodygyromag-std()" -0.706738493542587
4 "tgravityacc-mean()-x" 0.706593043123028
4 "tgravityacc-mean()-y" 0.112591195496986
4 "tgravityacc-mean()-z" 0.164130896618297
4 "tgravityacc-std()-x" -0.962636979274448
4 "tgravityacc-std()-y" -0.941416800167192
4 "tgravityacc-std()-z" -0.941403426072555
4 "tgravityaccmag-mean()" -0.56158213510694
4 "tgravityaccmag-std()" -0.606556049548896
5 "fbodyacc-mean()-x" -0.55123770513245
5 "fbodyacc-mean()-y" -0.440232431795033
5 "fbodyacc-mean()-z" -0.696171811490066
5 "fbodyacc-std()-x" -0.492829885748675
5 "fbodyacc-std()-y" -0.422162171100331
5 "fbodyacc-std()-z" -0.649351210748344
5 "fbodyaccjerk-mean()-x" -0.604769869438742
5 "fbodyaccjerk-mean()-y" -0.550991969857417
5 "fbodyaccjerk-mean()-z" -0.768762357980132
5 "fbodyaccjerk-std()-x" -0.584013626983444
5 "fbodyaccjerk-std()-y" -0.491500434303907
5 "fbodyaccjerk-std()-z" -0.798835563807947
5 "fbodyaccmag-mean()" -0.528503022745033
5 "fbodyaccmag-std()" -0.594259529756954
5 "fbodybodyaccjerkmag-mean()" -0.573176177044172
5 "fbodybodyaccjerkmag-std()" -0.613485123609272
5 "fbodybodygyrojerkmag-mean()" -0.748829309536424
5 "fbodybodygyrojerkmag-std()" -0.735610602483444
5 "fbodybodygyromag-mean()" -0.677355755703311
5 "fbodybodygyromag-std()" -0.715731148145695
5 "fbodygyro-mean()-x" -0.632239300829801
5 "fbodygyro-mean()-y" -0.71706218781457
5 "fbodygyro-mean()-z" -0.537329127293278
5 "fbodygyro-std()-x" -0.73573857718543
5 "fbodygyro-std()-y" -0.702290390960265
5 "fbodygyro-std()-z" -0.669353687483444
5 "tbodyacc-mean()-x" 0.279177960301325
5 "tbodyacc-mean()-y" -0.0154833455336192
5 "tbodyacc-mean()-z" -0.105661736816887
5 "tbodyacc-std()-x" -0.507691011391722
5 "tbodyacc-std()-y" -0.402724906078146
5 "tbodyacc-std()-z" -0.646443640175497
5 "tbodyaccjerk-mean()-x" 0.0841019899622517
5 "tbodyaccjerk-mean()-y" 0.0017656830384106
5 "tbodyaccjerk-mean()-z" -0.0029537113427351
5 "tbodyaccjerk-std()-x" -0.575890535679801
5 "tbodyaccjerk-std()-y" -0.506544358609603
5 "tbodyaccjerk-std()-z" -0.78456199486755
5 "tbodyaccjerkmag-mean()" -0.589313870006622
5 "tbodyaccjerkmag-std()" -0.589031268133113
5 "tbodyaccmag-mean()" -0.460866415568709
5 "tbodyaccmag-std()" -0.52162345171192
5 "tbodygyro-mean()-x" -0.0294516873643046
5 "tbodygyro-mean()-y" -0.0774316445596026
5 "tbodygyro-mean()-z" 0.0866267116745033
5 "tbodygyro-std()-x" -0.709955676983444
5 "tbodygyro-std()-y" -0.705638306688742
5 "tbodygyro-std()-z" -0.606589817380795
5 "tbodygyrojerk-mean()-x" -0.103522877147351
5 "tbodygyrojerk-mean()-y" -0.0490624519374172
5 "tbodygyrojerk-mean()-z" -0.0506258160122517
5 "tbodygyrojerk-std()-x" -0.662581310334437
5 "tbodygyrojerk-std()-y" -0.774114270364238
5 "tbodygyrojerk-std()-z" -0.564680771249007
5 "tbodygyrojerkmag-mean()" -0.707383517582782
5 "tbodygyrojerkmag-std()" -0.734187493344371
5 "tbodygyromag-mean()" -0.602770284825828
5 "tbodygyromag-std()" -0.664078383532781
5 "tgravityacc-mean()-x" 0.698153719072848
5 "tgravityacc-mean()-y" 0.112313109736755
5 "tgravityacc-mean()-z" 0.0921607197449904
5 "tgravityacc-std()-x" -0.964629108807947
5 "tgravityacc-std()-y" -0.939973777950331
5 "tgravityacc-std()-z" -0.94207867884106
5 "tgravityaccmag-mean()" -0.460866415568709
5 "tgravityaccmag-std()" -0.52162345171192
6 "fbodyacc-mean()-x" -0.506174926221538
6 "fbodyacc-mean()-y" -0.392041410138769
6 "fbodyacc-mean()-z" -0.683725945015385
6 "fbodyacc-std()-x" -0.506680276530492
6 "fbodyacc-std()-y" -0.396677793847908
6 "fbodyacc-std()-z" -0.694365207233846
6 "fbodyaccjerk-mean()-x" -0.549394273848923
6 "fbodyaccjerk-mean()-y" -0.503558973703692
6 "fbodyaccjerk-mean()-z" -0.720867157741538
6 "fbodyaccjerk-std()-x" -0.555346159400332
6 "fbodyaccjerk-std()-y" -0.437837459287385
6 "fbodyaccjerk-std()-z" -0.755751144098462
6 "fbodyaccmag-mean()" -0.473974924380431
6 "fbodyaccmag-std()" -0.570910289993846
6 "fbodybodyaccjerkmag-mean()" -0.494882316238462
6 "fbodybodyaccjerkmag-std()" -0.516711262173969
6 "fbodybodygyrojerkmag-mean()" -0.651886909221538
6 "fbodybodygyrojerkmag-std()" -0.660175875210246
6 "fbodybodygyromag-mean()" -0.579130051151385
6 "fbodybodygyromag-std()" -0.657368673849846
6 "fbodygyro-mean()-x" -0.537201442069846
6 "fbodygyro-mean()-y" -0.621188724858462
6 "fbodygyro-mean()-z" -0.507604207506462
6 "fbodygyro-std()-x" -0.692862440004
6 "fbodygyro-std()-y" -0.633236229753846
6 "fbodygyro-std()-z" -0.67302031484
6 "tbodyacc-mean()-x" 0.272376614181538
6 "tbodyacc-mean()-y" -0.0175697042641846
6 "tbodyacc-mean()-z" -0.11599454136
6 "tbodyacc-std()-x" -0.505086085072062
6 "tbodyacc-std()-y" -0.368403670137262
6 "tbodyacc-std()-z" -0.672512004586708
6 "tbodyaccjerk-mean()-x" 0.0813833604034769
6 "tbodyaccjerk-mean()-y" 0.000479281129661539
6 "tbodyaccjerk-mean()-z" -0.00225896302076923
6 "tbodyaccjerk-std()-x" -0.531468310262154
6 "tbodyaccjerk-std()-y" -0.454437496885815
6 "tbodyaccjerk-std()-z" -0.738955207627692
6 "tbodyaccjerkmag-mean()" -0.551413652396923
6 "tbodyaccjerkmag-std()" -0.502935062310769
6 "tbodyaccmag-mean()" -0.464770006998123
6 "tbodyaccmag-std()" -0.483790606354154
6 "tbodygyro-mean()-x" -0.0433611785374462
6 "tbodygyro-mean()-y" -0.0706129097498462
6 "tbodygyro-mean()-z" 0.0973130293888923
6 "tbodygyro-std()-x" -0.653800660041538
6 "tbodygyro-std()-y" -0.626252072652308
6 "tbodygyro-std()-z" -0.599910232855692
6 "tbodygyrojerk-mean()-x" -0.0829159966093231
6 "tbodygyrojerk-mean()-y" -0.0454921005615385
6 "tbodygyrojerk-mean()-z" -0.0533610323667692
6 "tbodygyrojerk-std()-x" -0.546009968372308
6 "tbodygyrojerk-std()-y" -0.677635980501539
6 "tbodygyrojerk-std()-z" -0.526908306306892
6 "tbodygyrojerkmag-mean()" -0.621936158532308
6 "tbodygyrojerkmag-std()" -0.644474485460492
6 "tbodygyromag-mean()" -0.549494852037046
6 "tbodygyromag-std()" -0.579837818063692
6 "tgravityacc-mean()-x" 0.688702063569231
6 "tgravityacc-mean()-y" 0.0162055455953846
6 "tgravityacc-mean()-z" 0.0475199990906462
6 "tgravityacc-std()-x" -0.958898709015385
6 "tgravityacc-std()-y" -0.9509348864
6 "tgravityacc-std()-z" -0.937910223507692
6 "tgravityaccmag-mean()" -0.464770006998123
6 "tgravityaccmag-std()" -0.483790606354154
7 "fbodyacc-mean()-x" -0.593011288564935
7 "fbodyacc-mean()-y" -0.563547785174026
7 "fbodyacc-mean()-z" -0.531005941495552
7 "fbodyacc-std()-x" -0.572347541484091
7 "fbodyacc-std()-y" -0.567046977262987
7 "fbodyacc-std()-z" -0.460792123277305
7 "fbodyaccjerk-mean()-x" -0.637521940243831
7 "fbodyaccjerk-mean()-y" -0.641687333850227
7 "fbodyaccjerk-mean()-z" -0.642515716574286
7 "fbodyaccjerk-std()-x" -0.626785744584416
7 "fbodyaccjerk-std()-y" -0.62853163071948
7 "fbodyaccjerk-std()-z" -0.684856438953896
7 "fbodyaccmag-mean()" -0.518323878824675
7 "fbodyaccmag-std()" -0.583819796092208
7 "fbodybodyaccjerkmag-mean()" -0.553360009658182
7 "fbodybodyaccjerkmag-std()" -0.550683254908442
7 "fbodybodygyrojerkmag-mean()" -0.668879188156396
7 "fbodybodygyrojerkmag-std()" -0.668963362464935
7 "fbodybodygyromag-mean()" -0.628877272791136
7 "fbodybodygyromag-std()" -0.650923648207792
7 "fbodygyro-mean()-x" -0.643767578493507
7 "fbodygyro-mean()-y" -0.630419275006169
7 "fbodygyro-mean()-z" -0.655083354905844
7 "fbodygyro-std()-x" -0.703883646896104
7 "fbodygyro-std()-y" -0.671161922837662
7 "fbodygyro-std()-z" -0.698949518905844
7 "tbodyacc-mean()-x" 0.270211697814935
7 "tbodyacc-mean()-y" -0.0187904887668182
7 "tbodyacc-mean()-z" -0.112492375388312
7 "tbodyacc-std()-x" -0.577518324748052
7 "tbodyacc-std()-y" -0.546403365345779
7 "tbodyacc-std()-z" -0.456473642256981
7 "tbodyaccjerk-mean()-x" 0.0831829573168831
7 "tbodyaccjerk-mean()-y" 0.00760909767418831
7 "tbodyaccjerk-mean()-z" -0.00791725696048701
7 "tbodyaccjerk-std()-x" -0.615131377408279
7 "tbodyaccjerk-std()-y" -0.622997416262013
7 "tbodyaccjerk-std()-z" -0.664336860544416
7 "tbodyaccjerkmag-mean()" -0.622815767680292
7 "tbodyaccjerkmag-std()" -0.550560230585714
7 "tbodyaccmag-mean()" -0.511312036747403
7 "tbodyaccmag-std()" -0.510669879158539
7 "tbodygyro-mean()-x" -0.0518716929407792
7 "tbodygyro-mean()-y" -0.0646077113078896
7 "tbodygyro-mean()-z" 0.0977671721406169
7 "tbodygyro-std()-x" -0.687155474097403
7 "tbodygyro-std()-y" -0.652408657909091
7 "tbodygyro-std()-z" -0.663340760331169
7 "tbodygyrojerk-mean()-x" -0.0942037376182662
7 "tbodygyrojerk-mean()-y" -0.0414401406082792
7 "tbodygyrojerk-mean()-z" -0.0610307928148701
7 "tbodygyrojerk-std()-x" -0.701731200484416
7 "tbodygyrojerk-std()-y" -0.674920114957468
7 "tbodygyrojerk-std()-z" -0.750808705594156
7 "tbodygyrojerkmag-mean()" -0.713191348337662
7 "tbodygyrojerkmag-std()" -0.658017844948377
7 "tbodygyromag-mean()" -0.581899897967532
7 "tbodygyromag-std()" -0.598670795839286
7 "tgravityacc-mean()-x" 0.681289120844156
7 "tgravityacc-mean()-y" -0.0420221452496753
7 "tgravityacc-mean()-z" 0.0342160711928604
7 "tgravityacc-std()-x" -0.956538178587662
7 "tgravityacc-std()-y" -0.955312554090909
7 "tgravityacc-std()-z" -0.923304724090909
7 "tgravityaccmag-mean()" -0.511312036747403
7 "tgravityaccmag-std()" -0.510669879158539
8 "fbodyacc-mean()-x" -0.581831414648399
8 "fbodyacc-mean()-y" -0.374944236206406
8 "fbodyacc-mean()-z" -0.550979388719929
8 "fbodyacc-std()-x" -0.585343460535587
8 "fbodyacc-std()-y" -0.378656458967972
8 "fbodyacc-std()-z" -0.513206312959075
8 "fbodyaccjerk-mean()-x" -0.59163500910605
8 "fbodyaccjerk-mean()-y" -0.495906215569395
8 "fbodyaccjerk-mean()-z" -0.644285802406762
8 "fbodyaccjerk-std()-x" -0.598546245236655
8 "fbodyaccjerk-std()-y" -0.45636839585694
8 "fbodyaccjerk-std()-z" -0.691480916950178
8 "fbodyaccmag-mean()" -0.512106792856939
8 "fbodyaccmag-std()" -0.651638076286121
8 "fbodybodyaccjerkmag-mean()" -0.529244911130605
8 "fbodybodyaccjerkmag-std()" -0.618027414911032
8 "fbodybodygyrojerkmag-mean()" -0.70215621546726
8 "fbodybodygyrojerkmag-std()" -0.755717299964413
8 "fbodybodygyromag-mean()" -0.609984289180071
8 "fbodybodygyromag-std()" -0.636673891144128
8 "fbodygyro-mean()-x" -0.601382421248399
8 "fbodygyro-mean()-y" -0.575938482711388
8 "fbodygyro-mean()-z" -0.525562919047438
8 "fbodygyro-std()-x" -0.675275353078292
8 "fbodygyro-std()-y" -0.573087292172598
8 "fbodygyro-std()-z" -0.553968587869751
8 "tbodyacc-mean()-x" 0.270759063295374
8 "tbodyacc-mean()-y" -0.0181894974688612
8 "tbodyacc-mean()-z" -0.106809623683986
8 "tbodyacc-std()-x" -0.582958863017438
8 "tbodyacc-std()-y" -0.349383732046263
8 "tbodyacc-std()-z" -0.499472687913167
8 "tbodyaccjerk-mean()-x" 0.084215745375516
8 "tbodyaccjerk-mean()-y" 0.000860301581786477
8 "tbodyaccjerk-mean()-z" -0.0196719912994306
8 "tbodyaccjerk-std()-x" -0.575993073911744
8 "tbodyaccjerk-std()-y" -0.458724925167972
8 "tbodyaccjerk-std()-z" -0.66835678475516
8 "tbodyaccjerkmag-mean()" -0.534248616612028
8 "tbodyaccjerkmag-std()" -0.564471999961566
8 "tbodyaccmag-mean()" -0.468522592843416
8 "tbodyaccmag-std()" -0.554038979266192
8 "tbodygyro-mean()-x" 0.00359053897160142
8 "tbodygyro-mean()-y" -0.091077509832669
8 "tbodygyro-mean()-z" 0.0640867611561922
8 "tbodygyro-std()-x" -0.656219242281851
8 "tbodygyro-std()-y" -0.570941237019217
8 "tbodygyro-std()-z" -0.511392038012811
8 "tbodygyrojerk-mean()-x" -0.104969855200356
8 "tbodygyrojerk-mean()-y" -0.0400922240331673
8 "tbodygyrojerk-mean()-z" -0.0582887148366548
8 "tbodygyrojerk-std()-x" -0.674984452240214
8 "tbodygyrojerk-std()-y" -0.683086930288968
8 "tbodygyrojerk-std()-z" -0.695970301754448
8 "tbodygyrojerkmag-mean()" -0.673625525658363
8 "tbodygyrojerkmag-std()" -0.715838385516014
8 "tbodygyromag-mean()" -0.476214943826192
8 "tbodygyromag-std()" -0.581422885341281
8 "tgravityacc-mean()-x" 0.647498175409253
8 "tgravityacc-mean()-y" 0.0303211113118861
8 "tgravityacc-mean()-z" 0.0836542406807936
8 "tgravityacc-std()-x" -0.954256666035587
8 "tgravityacc-std()-y" -0.94844645047331
8 "tgravityacc-std()-z" -0.923180663601423
8 "tgravityaccmag-mean()" -0.468522592843416
8 "tgravityaccmag-std()" -0.554038979266192
9 "fbodyacc-mean()-x" -0.579258404408681
9 "fbodyacc-mean()-y" -0.610267804090278
9 "fbodyacc-mean()-z" -0.592119122804271
9 "fbodyacc-std()-x" -0.547995744907986
9 "fbodyacc-std()-y" -0.586766083232639
9 "fbodyacc-std()-z" -0.501074006965903
9 "fbodyaccjerk-mean()-x" -0.621377141312847
9 "fbodyaccjerk-mean()-y" -0.699766614569444
9 "fbodyaccjerk-mean()-z" -0.702931927996528
